Epoch: 1, Loss: 0.178054, Learning Rate: [0.001]
Epoch: 2, Loss: 0.155489, Learning Rate: [0.001]
Epoch: 3, Loss: 0.157015, Learning Rate: [0.001]
Epoch: 4, Loss: 0.149206, Learning Rate: [0.001]
Epoch: 5, Loss: 0.150722, Learning Rate: [0.001]
Epoch: 6, Loss: 0.142565, Learning Rate: [0.001]
Epoch: 7, Loss: 0.145501, Learning Rate: [0.001]
Epoch: 8, Loss: 0.145092, Learning Rate: [0.001]
Epoch: 9, Loss: 0.149286, Learning Rate: [0.001]
Epoch: 10, Loss: 0.146904, Learning Rate: [0.0005]
Epoch: 11, Loss: 0.141257, Learning Rate: [0.0005]
Epoch: 12, Loss: 0.144623, Learning Rate: [0.0005]
Epoch: 13, Loss: 0.138085, Learning Rate: [0.0005]
Epoch: 14, Loss: 0.135357, Learning Rate: [0.0005]
Epoch: 15, Loss: 0.134815, Learning Rate: [0.0005]
Epoch: 16, Loss: 0.133296, Learning Rate: [0.0005]
Epoch: 17, Loss: 0.131788, Learning Rate: [0.0005]
Epoch: 18, Loss: 0.126610, Learning Rate: [0.0005]
Epoch: 19, Loss: 0.127311, Learning Rate: [0.0005]
Epoch: 20, Loss: 0.129819, Learning Rate: [0.0005]
